address,maxClaimable,price,currencyAddress
0x1faf450c2A3a160f674638B0e72DDbd8E9Ec9189,1,,
0x3Ff7Bbc22Eb9B1F8CCD62935aCED35d43cF6Ed4b,1,,
0xBFa6B02C6F53656186cbcF312e2f2C788AeE7047,1,,
0x3f38C77aa4762c58eC4Db9a554333f799F9D04aF,1,,
0xc47402804B1edf93b5872346c6d89901FD59Bfca,1,,
0x956Fa79B6855a4660FCdCe28cDf96c0042E6E2AF,1,,
0xe78CC6e5dBca5Cf143282A90ae0abf8cA97E8AD7,1,,
0x60Ee33f24CeA1D168552dA057307ad14ff95bD89,1,,
0xAD74b7C04fDB0B272A9A55276712FEBF1D37b6D7,1,,
0x1c458243217468A52Fe6389C57370b6aC075E166,1,,
0xF2cDE1B8b874Edec6fEE8eA5A2b7f78C446FbeF3,1,,
0x55e5Af1764D40075f38bB072C5DD887A5136a3B2,1,,
0x9515aa734f5D00c9fA5a872B40e55111B15CaCD6,1,,
0xcDF24861a1031bf76ac0d3a99F6c60e2F039C350,1,,
0xb45b1a4c18fd052062dE847Fc2608B81a6AcD8dC,1,,
0x28d9D8cA1fd5Ff2D5248279CbE104396Af6F86bD,1,,
0x93c5cd84dB03c7A92a44Ec4A6B5E6D2D42DdFef0,1,,
0x9B638a620ecCD15E5CFD436A3370C8e647FcC1e9,1,,
0x4e2292e628906Fd9252627542E39D9268BFE6641,1,,
0xdb12B7b9C92fa3B2e44F40b15BDf441D80C78373,1,,
0x5a04C283dEe270Da237d68C6F7f05158946F8ABe,1,,
0x5728cFBEAd9ABCEd7e43ACa3DCBEa45Ef341AdaD,1,,
0x14074a4dC440230523a9Fb7A0Ce6934A6118E7C6,1,,
0xc2926A39d0d88d4c1B227DeB933022F1492e818C,1,,
0x97B1e02E2fd1Fc9a961f693bC0631EFcb2bfDee9,1,,
0xCa17Cb6aEC1281b0AD69845Fb82a3cBB08864521,1,,
0xF9B69bB197cC62D42D0e9e58CC6430Abb2fD2077,1,,
0x3613a1D524F058B6e1513C66C25F87DF8b5868F6,1,,
0xfe116fd58A5490ce38b7D1c996Ac8Dd4cdE85dF3,1,,
0x67591357Fc74033DFFb12C52bc2A6845ea48fB8A,1,,
0x2eFFB43992379015B9F6fc818CFcFA9F9fc9aff9,1,,
0x0291cfB267387ab13458cE60CdfC80F3Fa471e2E,1,,
0x0DfbBB1D79352ED15606bDa1c66e75bC528CCE0F,1,,
0x3cF87B76d2A1D36F9542B4Da2a6B4B3Dc0f0Bb2e,1,,
0x2f05371f6B614ca142133c5ab4a8d6631a279fa7,1,,
0xD5eE2B25eC5649d2548e5A8dCF741A39eb2F764E,1,,
0xfe7747eA230a08f39c19C0CB2EA1F9C9D8f97Ec0,1,,
0x72450E4E29D75d625d89FDa9B51864D708d2F38B,1,,
0x26624bcE8F4bC5f71D9E741fC2e6185Fc864d183,1,,
0x3d744ecB3CfB441ADA203B030Ab0606B339d7fdD,1,,
0x49Fcf7fD8bcEd178a3c65d3341F61821eef76423,1,,
0x23fBc6717De6CC580f5CbC2939c253C0d17d7f35,1,,
0x935a9409b137Bf902b34E6995957B209E51A7ab6,1,,
0xe97C29B17eD7D742E3843AFFA357449Fa10A1855,1,,
0xe5711D88B2a449D4425Ad353Fd0d9E038F71600f,1,,
0x3df3fACE6213f88DEF7F24356E8d49360aDce51c,1,,
0xCa514E5f012f885071E5E245353a739C99b3CE2C,1,,
0xf265ab17Ff7264F3673a64B738510c84CbccAbd5,1,,
0x4F182da474F836ed298c1dA696513De3b53031c7,1,,
0x1426b3369925c344866794a7E20825dE095E6cFa,1,,
0x02137402f8D6b421721b164DEe5A823Cc7e2A100,1,,
0xE5E913aCF0A5fDF8DCfbCc3F68D0e13BA15247C3,1,,
0x7e30Df79A26984cD127A5F89aEd99c8B02eB11D5,1,,
0x3F6dFf76B33603B0AF16329A336e8A8bA6ab5C5A,1,,
0x2714548d19E9d296656d8D97407296b19f73f633,1,,
0x75919eC0CF20De0A7b2E32b5F1DA32f91f48B804,1,,
0xb2FBbc722643FFC538652B5Bc168dE51FCad4257,1,,
0x614019d864d20fdeFC53dB0164F68cf2AD7Ee833,1,,
0x74fED975e5F1CB637d9471d1C5E291c8a428Ee57,1,,
0x4cc0Fb78914b630C8C2da7089c6680e8eBebec1D,1,,
0x590fdcf8848c57D39eb05306706eCCff9950ebF2,1,,
0x77cE5aFc2023A2F9bF8d14c145F57650018f8a2A,1,,
0x196716B931a63a074875298af2fB3F7e82Df5346,1,,
0xCD918D8599Bb129B38bd113dA1AE6F2024c1526e,1,,
0x11B4642167A0f4AaDf4862A365f82c0546539dA3,1,,
0x5F4d3521F2702A80ACdDb3a7c0B518a61fb804Eb,1,,
0x4709a4B12DAf0eEDaE0ef48A28a056640Dee0846,1,,
0x526bB169daF155B623E225BE41eDdCf15db92Ef5,1,,
0x8C64e2dF5BF0e9Be4e520511577C4A6b1AA18ebB,1,,
0x14E8FddFa4a7c709C19a8C7DA5205c3ae366355c,1,,
0x8D2Aa6Ea014572b07e5ABE81c03aCCcb3e204Ac6,1,,
0x1e93bA9A4bb369FB647E8cFA7b1C5F2093fDED9d,1,,
0xE18edeE0037615B81d48691DbaAB69C00047c377,1,,
0xfE705DF883aeBdaA6a1e86D5eCc895CAb0307653,1,,
0x43F8C3E0C0Ab23F0a8660F3eA3CE1a7016f96a33,1,,
0x758dA8C1c13A303b634d693617B23B5EA888463E,1,,
0x1a6372e79D557BCe2935e2B64ea1e6174E1C785c,1,,
0xC34183CCaadC3b9566A16155c769e814EDE01Bb1,1,,
0xFdC041664250f4137f3F0CE8167646f45E2ee753,1,,
0x5102c45Db0Bd01886CdfD70b74141154244033Eb,1,,
0x62E2723F64298b493192E6a2Cf01c70F9B8f037D,1,,
0xD0f83A76970dF9dD1fAA2c47636E774aE51BDbA4,1,,
0xcFdda69723Fc8e9b86c0430E45b2dE6cA1B2f51F,1,,
0xa42AE1d3299174CA9F9e4bBdBbA3E572d51811C7,1,,
0xA011b705eFaC1fA71304474Cd5066fA8dB5e27b5,1,,
0xf19281042A746831fd0F8d3b6438fBb472d1Ba62,1,,
0xeACdb1129e1574bD3FB224D31Dd6B3e2FF7b8416,1,,
0x0bBbBcB3e899186DaE20166F3c94f1a083292D7d,1,,
0xEBEbf69bc8ce2092E3B765583B1A94Ac29728610,1,,
0x1C98A4A879FDE30a687EF7c49881168BeE31d9F0,1,,
0x62D5539eF6EFb474B6B3dF34951104030FDC9164,1,,
0xb5D2957Dec76fFb7433dB9793D490aA9834d607b,1,,
0x59B4f414c9e50fd8C61D0508e7644657F7744591,1,,
0x252de63173A1258537f86d9F128361065A2C3f12,1,,
0xeE45B0EDf6ecF3c6Df38943C7CF5d86E9021ebd9,1,,
0x2D66512827458D7A989EAa1A7Da2ebf1Cb7d640D,1,,
0xd865Cd7ccc91F83692aB330981c3E3e9d7A0526A,1,,
0xCC1E1712878aE423CD64344d5510111fF6D3525e,1,,
0xCcC242144041042c3709cdD18d60EcC16669460a,1,,
0x444130A042375402A21A4C5df9a776798da98099,1,,
0x856E362BF0F6bC796B335E0eB325022B818E6756,1,,
0xab9020e43a5209150c3fC3034876F57377E941a6,1,,
0x2fB233B3fb1a3Ac16Df682a1855866AB023DDD71,1,,
0xbBC243a01e200a2F6bbdECaaA43ac48C6676CA13,1,,
0x586B616470eDC7640466D7AC2182b017B9000820,1,,
0x5449034a057763b23009b11A156a545ADd4E5c4B,1,,
0x43A358aCe6676357446B493BF285E44DCAA5e762,1,,
0xB80871Ca83CBd3960b423d16B6ce8fEC17B543E8,1,,
0x8ecD2060EE678eC0CEa952D8d7A42531978D2241,1,,
0x68161fC78a454d6190149714864e6c4b121f345A,1,,
0x99B95B1c8E19F9fBE737Bc7E9A48401cAD05A2E1,1,,
0x5ea071Da0022f2f5D9967121b521c867A1379c63,1,,
0xd1806C71BBBB107A345fE2caE3feED0eEEe2240D,1,,
0xb1724E84C97FBaBB5ea68b7BdDce02643C4c2ff5,1,,
0x6a48ADE3bE3F9f0b8B4c9af61Bb654A219311699,1,,
0x2791813e5Fa416e92bb9f4Fc28A5189D3BC6F147,1,,
0xc916048820Cec132ea46FC2E69B131B1324391dF,1,,
0x2DD01583AC9BA18DACfD206e0c0b826fA49C99cb,1,,
0x46A4CAB21bbAD30F54D2595168F278a87f201630,1,,
0xbaB2c3182aAC5d42c4Fa9dCf93b0B71111bD82BA,1,,
0xda06EaE064f7f17BF863139ACc6A5f445f5B24d0,1,,
0x043fB180F3e22B370cb5f6d151489C3a9a1D7A54,1,,
0x70114f99F5B5F8068a9f4fDD01f9350CE866a709,1,,
0xEf81bF91e7Af1922103C3B6a9b2549Bb0824b72a,1,,
0xFc65B3E9bAC13Df7a2C4CbFC5dFAdC1d3d2973f1,1,,
0xf7535B6246A6e67864a63eC06756116b851B7317,1,,
0x488d4A8118e4C7583dba92033d78c0237d39c9ca,1,,
0xC21d769Cdc998395c298fbe3c2C279d3eEE764BD,1,,
0xb187f854DF10Fc5abF1Eeb69CB8939e17bD193DC,1,,
0x8CC04d7AA6B14710277Da125A1948132d8E8a934,1,,
0x53AeA1Ec0A7CA04eB4463984A7da085F35697f05,1,,
0xC7E8eD82a37fcA48D31CBe29a984c6Aaf929329c,1,,
0xD76c7b62fBe9611312c8484861338794EfF75fA1,1,,
0xcAA65a292F683d507Eb5F340d122B9F40E2B2723,1,,
0x78374b790f87450530f787143C7198198935C1b1,1,,
0xAB4D651393b757b8969fC2b63B25C33Dda4b11f1,1,,
0x1c39c0CcBE22e7826C84A77A8D031055f59Edfd8,1,,
0x962B8be3775098Cc24A9A3036D1122716444348c,1,,
0xFe11124809a25dE5d6752e1ffAb091053e9d1dA6,1,,
0x167233eD2799EdC5E395B03F95c5ebb2ce66a860,1,,
0xD23DC6b791e39B3722F924AAd7E5E378aaA27da6,1,,
0xE0d391b94E63A1646d8517412a7E3FAaaB07E65E,1,,
0x1E9acb25aD0f392bc7322c37915a01A1b934f170,1,,
0xA4Dffe9f919Da44c3388733bB7a440371F4189C9,1,,
0x3B525f808Df863413AFd4c5aE1EEd276af266C97,1,,
0x67ab4c9FD8f851fC4A5D7af4c0929f4B65Af4204,1,,
0x056Eb43118fFa352adD9CDB9a7D2977a4842B936,1,,
0xfEe7486a3EbfF6d668630517aA493Ae7A0598067,1,,
0xEDd1Fd960962A056cc0cbF96695874be4c12234F,1,,
0x0E3E5D86528313CaD83770fbcD0E9C2b75c3E3B0,1,,
0xDf73C854AfaED1ED09de5fB74Bb02FB55F49981F,1,,
0x4B41dc01C6026BcF3CFbBCEf5bf2b7E5dbd8f5b1,1,,
0x395dD1a607A7b809eeCF0fD0Dd58C2157B0F5FA0,1,,
0xd2324d0179198EDbfCD25282B44BF6e5e317242A,1,,
0x4D6bE2793546A8306525aEe8A41aC290fecC4ada,1,,
0xFE221dc4c4eC741474e9C099088eb349DB1b88aE,1,,
0x9849945ADbA3d0E85eb0a49D8A7FdA7Eb66b449f,1,,
0x82Ef0835032f4a11Db8972119947d64F68573C5e,1,,
0xE967F46EaD13B2B697338E45d8B2A10151ae5671,1,,
0x5355845162F7E681BB93ebA3D710b0BF38c56c54,1,,
0x5F220b30CB4000694Cc91bCe040E873E0905f0DC,1,,
0xBdbc45102B92d4b73cE087Ea5E1D028E4D5A2ce7,1,,
0x4A42fD1f6017d506942A209757a38A37512692CE,1,,
0x4565B59C48134b2D4Dc811A085bbA27Bc819C336,1,,
0x5Dc697f2799bd232CaD2d479C379fF305b699F9b,1,,
0xc11A64651267911f1D6c8d7bebe95131DdA63E8A,1,,
0xF923e3E0314249078aBe416b866757d74693A02a,1,,
0x9b66773295284BA3C78BFffa2fFC0ddaead75340,1,,
0xF7134B2f8cfEd565B4f3275162a328CC123B0fdD,1,,
0x4F0436055c4835aef1B831CeE06ffB2B8dd2729B,1,,
0x3417C7AAAb73b47d3Fa9926D235F0E8a5DC36C0F,1,,
0xdF6bC4bf1bb056d6ea9C27a63c5ee9226AD8F23c,1,,
0xCF3cf971B81a8B46E104F36974fB01854Ff2C9c6,1,,
0x9698359fE85813ddDD8BE474D5F343337f994746,1,,
0x8587b002643Cd4e58e5b2fC97C7E7f8e65C21763,1,,
0xcfB1C7D565548290361e9d0F2A30630DAD492d1c,1,,
0x113Dea972d96076a0b521411a4Fc3FD1216660a8,1,,
0x3149a0a0d183aC74cfbF3B728A9D7E308b69E91F,1,,
0xb44Fb5006Cc3281F105A4555611e925511548fe4,1,,
0xfB6006c6ae6FA87a2e0F6059B7C8ec49CfB42384,1,,
0x9F5fA842c65A110E77daCb729cc04Cf4952d6a50,1,,
0x1C025E1fa5e5ba98a0BA86c71a091C38DCb90eb3,1,,
0x1d5630b2B8aC23B36fcC0f1E54BD0f6bE159EDC2,1,,
0x47B31555B97479D9c307f7D318F8852Bf30A0f85,1,,
0x91A131683C8c325Ff60Ff1bC0F91857baD74089e,1,,
0xC6D0816F30B5badb9e591B313661F027715FF1AF,1,,
0xDB0933a71EeA4ED53c599298953E52381637472a,1,,
0x55f49875444c1077A88b9e30Acd49519c6c2CdeB,1,,
0x0C120474844257f03DE3FFcfA3EC8E1dAd49915E,1,,
0x33Df600D369B0E8E7f9dbd68d3c252063433dDb5,1,,
0xab960F80F10a8397Dcd20494ae35bcf98Bc75687,1,,
0x70fAa7333f352F74452AFc24156f171100A0A8AB,1,,
0xe0C33898DE79F08188589f3C4dDE49FBbdea1cB6,1,,
0x7b8a343381A5259E3EA54BC35d694449bbc3418D,1,,
0x689c199F15C47600373a130FCfAad63Ab048C545,1,,
0x9D33588ae198C31946857208d93dA9F1d1b59904,1,,
0x5699cBc3CdF899A261BB77fCdfd0BBEAB0702113,1,,
0x0Fd7372A4aD24E65d2aCB7eb2FCCEfE521658513,1,,
0xF5d8A98d7dF7F49505e91A313e1E2D0892C9cdF1,1,,
0x71eA02784D23b32EeF87A8B8B547041874761d2f,1,,
0x599E2446AE259371635Bc058A7e17c099cEA81A4,1,,
0xa18072Dc555C938BF535926C83E45B935Ea707C4,1,,
0xC560915F2e327bb98962be0a59e745e742C794Dd,1,,
0x0dB4B5326b4c298537Bd1710b5656FaC2797e0Ce,1,,
0x08C8e28CE86dA2db2c79f1E76451f22159651f9f,1,,
0x371aAa7da08A7F8BE02431F7CfF1dd52067Bea51,1,,
0xD971f5330a748d225e44381E4bF1c58cC00a54A3,1,,
0x466e0EC52BC9A2a3Eda20C4eeCc840B686A44954,1,,
0xFA1C25F088aCBFCCADa317909a5D128A0FABd3A9,1,,
0xa78Fe6370E7adbE3902E19aF2607630092FC4F45,1,,
0x8954DB119271C3Ff3eB7713e871200125e1855c0,1,,
0x41760b58E120B6f60A958C85AC003BC2f50390c5,1,,
0xC3ca226653c4Ddf7e9E455b9537B0c156E69b70B,1,,
0x61bf4a4B1aEFA77f282295D4B4eF23e4593357A7,1,,
0x67D6a3CD5E2c5bef6badCa57143200d71D344449,1,,
0x12eBcBd3246018406640975c26a567a50f38f077,1,,
0xd2DB6ab0dc4743a77719B38d9F7196Aa32Fa519F,1,,
0x1AC4515A926a5DCb805e9DB81f5cef56151aEE89,1,,
0x9547046370758ab555f2a1d57AAef8bBffD4FBB1,1,,
0x04E127Ad15AC476Bf492DB4DF2b68E9CA1c9E09A,1,,
0x5D92B8425203ea4df4a4e74C400d442BbDE8fC7E,1,,
0x396A8e389Df975ff2954B1F4C13009e8C4307bc7,1,,
0x527f98b2fAadAAB5730E43d97727aa94Ba922219,1,,
0xA445Fe0d8Dbb0d3554E8C168B7057180dFEf531F,1,,
0x3526eDb4d5d25c04E148D4aF53E9e832175239fE,1,,
0xb818e4359F44CD9d9526F80Ebf561C3820DcEA8E,1,,
0xBAA505bEa865f69D4B22E1cd9eCCbDD2490Fb1Ef,1,,
0x2216b7755f4Bd2909756c41DDfE8F7c620Ff2Cea,1,,
0xb025EA2265902Bb0e71Cc1b33fC38d6DEf0E51Bb,1,,
0xe0dA5DbC8f4f2fAF3bFf40C57fF4e0710fa7cD3D,1,,
0xE3b811AA0AC620dcc6a27B767eB0d73ae9C56d12,1,,
0xC6CCF7ca231fC5A61e7D2E5B8776Ea5f7cbfB17f,1,,
0x871FCA7606F725508d08f2618c1aEB8B5ec5349C,1,,
0x8Bc2cDf5d03D1CF2607aadBc44748f9314Bd7998,1,,
0x7f48aE30095013130bf181773a2C360722C29242,1,,
0xc69D962B9739cF3693F37F603734daD31eE01347,1,,
0xF92407dADbdC040eF94b2Ac9E450090051A4ED01,1,,
0x77fE021fb01a92A94E2Dc74bBE01d1a24f6A5aEb,1,,
0x733BA3A225C325DEAC13A63d6A7C4585C0fb334d,1,,
0xDB6B6147aE460e2F5822C87D352Bc7b058A1eF19,1,,
0x47513dD8aBBCFFab1b4640a9Ec07671DE2939Ac3,1,,
0x8663767EC5E71949D1055539C5534C423c6A2fE7,1,,
0xEA3d8650dE767b3fC7487fD32cB6ecd4c0ecA3Eb,1,,
0x6f438EA5e83580D114DeD95df33B1E1D83B4dE98,1,,
0x5829f33bED3b1E1a14c883FD73679fe9CDea63A6,1,,
0xcDCEd514C17e1f42BDE8C2F66E512d2C0f2bAd37,1,,
0x196581355b45C04D041DA6E2789e51a0eC04CC36,1,,
0x72a0F030434Db631AAa4f0EC871c26458D57ab8D,1,,
0x5248b3D46e6de5e4991FBb9dd93AC2E641201639,1,,
0x35CA0fD7358263D759C2b8c8dafba7Fd11A02969,1,,
0xF535cc1A832317e16e3964377B3BD1c686a85743,1,,
0x81639df46B7F39951C2942b13f0613b8Ec17387b,1,,
0x69dEdf0a1391eFC021545c04375053D1E2aD3085,1,,
0xDc8ea7f7567ADA6BFF0E72204650aAc701f977c9,1,,
0x72eec2C13A407943D4e69e31229f70EB2a182576,1,,
0xBeC5a2AC61Fe0ffB49BB2534bCe41f323879D63E,1,,
